,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
112,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
113,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.5
114,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.5
115,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.5
116,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.5
117,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.5
118,,,,,,,,,
119,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
120,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.6000000000000001
121,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.6000000000000001
122,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.6000000000000001
123,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.6000000000000001
124,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.6000000000000001
125,,,,,,,,,
126,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
127,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.7000000000000001
128,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.7000000000000001
129,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.7000000000000001
130,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.7000000000000001
131,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.7000000000000001
132,,,,,,,,,
133,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
134,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.8
135,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.8
136,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.8
137,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.8
138,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.8
139,,,,,,,,,
140,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
141,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,0.9
142,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,0.9
143,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,0.9
144,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,0.9
145,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,0.9
146,,,,,,,,,
147,exchange-4_cpm_results.csv,0,KMeans,0.75,0,KMeans,0.75,1,
148,exchange-3_cpc_results.csv,0.7155828833416796,Linear,0.57142857,1,Linear,0.66666667,0.91666667,1.0
149,exchange-4_cpc_results.csv,0.8998974464173726,Linear,0.66666667,2,Linear,0.66666667,0.91666667,1.0
150,exchange-2_cpm_results.csv,1.7787405098875455,KMeans,0.8,3,Linear,0.66666667,0.91666667,1.0
151,exchange-3_cpm_results.csv,2.6382590800206476,Linear,1.0,4,Linear,0.66666667,0.91666667,1.0
152,exchange-2_cpc_results.csv,2.6891799331598008,KMeans,0.33333333,5,Linear,0.66666667,0.91666667,1.0
153,,,,,,,,,
154,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
155,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.0
156,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.0
157,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.0
158,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.0
159,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.0
160,,,,,,,,,
161,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
162,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.1
163,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.1
164,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.1
165,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.1
166,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.1
167,,,,,,,,,
168,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
169,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.2
170,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.2
171,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.2
172,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.2
173,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.2
174,,,,,,,,,
175,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
176,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.30000000000000004
177,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.30000000000000004
178,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.30000000000000004
179,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.30000000000000004
180,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.30000000000000004
181,,,,,,,,,
182,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
183,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.4
184,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.4
185,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.4
186,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.4
187,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.4
188,,,,,,,,,
189,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
190,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.5
191,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.5
192,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.5
193,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.5
194,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.5
195,,,,,,,,,
196,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
197,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.6000000000000001
198,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.6000000000000001
199,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.6000000000000001
200,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.6000000000000001
201,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.6000000000000001
202,,,,,,,,,
203,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
204,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.7000000000000001
205,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.7000000000000001
206,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.7000000000000001
207,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.7000000000000001
208,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.7000000000000001
209,,,,,,,,,
210,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
211,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.8
212,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.8
213,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.8
214,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.8
215,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.8
216,,,,,,,,,
217,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
218,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,0.9
219,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,0.9
220,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,0.9
221,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,0.9
222,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,0.9
223,,,,,,,,,
224,exchange-2_cpm_results.csv,0,KMeans,0.8,0,KMeans,0.8,1,
225,exchange-3_cpm_results.csv,0.8595185701331018,Linear,1.0,1,Linear,0.5,0.7,1.0
226,exchange-4_cpc_results.csv,0.8788430634701729,Linear,0.66666667,2,Linear,0.5,0.7,1.0
227,exchange-2_cpc_results.csv,0.9104394232722552,KMeans,0.33333333,3,Linear,0.5,0.7,1.0
228,exchange-3_cpc_results.csv,1.063157626545866,Linear,0.57142857,4,Linear,0.5,0.7,1.0
229,exchange-4_cpm_results.csv,1.7787405098875455,KMeans,0.75,5,Linear,0.5,0.7,1.0
230,,,,,,,,,
231,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
232,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.0
233,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.0
234,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.0
235,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.0
236,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.0
237,,,,,,,,,
238,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
239,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.1
240,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.1
241,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.1
242,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.1
243,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.1
244,,,,,,,,,
245,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
246,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.2
247,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.2
248,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.2
249,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.2
250,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.2
251,,,,,,,,,
252,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
253,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.30000000000000004
254,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.30000000000000004
255,exchange-4_cpc_results.csv,1.7892824867424282,Linear,0.66666667,3,Linear,0.06666667,0.73333334,0.30000000000000004
256,exchange-3_cpc_results.csv,1.973597049818121,Linear,0.57142857,4,Linear,0.06666667,0.73333334,0.30000000000000004
257,exchange-4_cpm_results.csv,2.6891799331598008,KMeans,0.75,5,Linear,0.06666667,0.73333334,0.30000000000000004
258,,,,,,,,,
259,exchange-2_cpc_results.csv,0,KMeans,0.33333333,0,KMeans,0.33333333,1,
260,exchange-3_cpm_results.csv,0.0509208531391534,Linear,1.0,1,Linear,0.06666667,0.73333334,0.4
261,exchange-2_cpm_results.csv,0.9104394232722552,KMeans,0.8,2,KMeans,0.33333333,1.0,0.4
