,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
204,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
205,Object Images,2449065820.8821907,Gaussian,0.06772229,1,Gaussian,0.17305478,0.23455819999999994,0.6000000000000001
206,Statlog Shuttle,8042640745.471258,KMeans,0.96766744,2,Gaussian,0.17305478,0.23455819999999994,0.6000000000000001
207,Speech Accent Data,9575760959.020615,Linear,0.11764706,3,Gaussian,0.17305478,0.23455819999999994,0.6000000000000001
208,Thyroid Disease,10396188671.299438,KMeans,0.22317597,4,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
209,Landsat Satellite,10428929743.893284,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
210,ec2_cpu_utilization_c6585a.csv,11622105553.638361,Linear,0.0,6,Linear,0.92639843,0.98790185,0.6000000000000001
211,cpu_utilization_asg_misconfiguration.csv,11652284835.988081,KMeans,0.00775194,7,KMeans,0.38537271,0.4468761299999999,0.6000000000000001
212,Twitter_volume_IBM.csv,11656538736.449001,Linear,0.5,8,Linear,0.92639843,0.98790185,0.6000000000000001
213,Twitter_volume_FB.csv,11656667758.605965,Linear,1.0,9,Linear,0.92639843,0.98790185,0.6000000000000001
214,machine_temperature_system_failure.csv,11669827831.59528,Linear,0.4,10,Linear,0.92639843,0.98790185,0.6000000000000001
215,,,,,,,,,
216,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
217,Thyroid Disease,11103879336.549927,KMeans,0.22317597,1,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
218,Object Images,17879306039.26436,Gaussian,0.06772229,2,Gaussian,0.17305478,0.23455819999999994,0.7000000000000001
219,Statlog Shuttle,26819702894.53521,KMeans,0.96766744,3,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
220,Speech Accent Data,28126469803.246864,Linear,0.11764706,4,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
221,Landsat Satellite,28853451519.712265,Linear,0.71794872,5,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
222,ec2_cpu_utilization_c6585a.csv,29871015307.699123,Linear,0.0,6,Linear,0.92639843,0.98790185,0.7000000000000001
223,cpu_utilization_asg_misconfiguration.csv,29896742246.59245,KMeans,0.00775194,7,KMeans,0.38537271,0.4468761299999999,0.7000000000000001
224,Twitter_volume_IBM.csv,29900264888.994167,Linear,0.5,8,Linear,0.92639843,0.98790185,0.7000000000000001
225,Twitter_volume_FB.csv,29900374937.54192,Linear,1.0,9,Linear,0.92639843,0.98790185,0.7000000000000001
226,machine_temperature_system_failure.csv,29911697156.579372,Linear,0.4,10,Linear,0.92639843,0.98790185,0.7000000000000001
227,,,,,,,,,
228,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
229,Letter Recognition,33292152444.62805,KMeans,0.44545455,1,KMeans,0.38537271,0.4468761299999999,0.8
230,Thyroid Disease,85796950536.05495,KMeans,0.22317597,2,KMeans,0.38537271,0.4468761299999999,0.8
231,Object Images,93077732119.53949,Gaussian,0.06772229,3,KMeans,0.38537271,0.4468761299999999,0.8
232,Statlog Shuttle,102729649359.06995,KMeans,0.96766744,4,KMeans,0.38537271,0.4468761299999999,0.8
233,Speech Accent Data,104135558832.63176,Linear,0.11764706,5,KMeans,0.38537271,0.4468761299999999,0.8
234,Landsat Satellite,104923582468.48862,Linear,0.71794872,6,KMeans,0.38537271,0.4468761299999999,0.8
235,ec2_cpu_utilization_c6585a.csv,106018083202.3916,Linear,0.0,7,KMeans,0.38537271,0.4468761299999999,0.8
236,cpu_utilization_asg_misconfiguration.csv,106045838588.21837,KMeans,0.00775194,8,KMeans,0.38537271,0.4468761299999999,0.8
237,Twitter_volume_IBM.csv,106049480865.32533,Linear,0.5,9,KMeans,0.38537271,0.4468761299999999,0.8
238,Twitter_volume_FB.csv,106049599639.15762,Linear,1.0,10,Linear,0.92639843,0.98790185,0.8
239,,,,,,,,,
240,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
241,Letter Recognition,11.710965326128644,KMeans,0.44545455,1,KMeans,0.38537271,0.4468761299999999,0.9
242,Pen-Based Recognition of Handwritten Text (Local),20.132059692083068,KMeans,0.52631579,2,KMeans,0.38537271,0.4468761299999999,0.9
243,Speech Accent Data,24.984003996502544,Linear,0.11764706,3,KMeans,0.38537271,0.4468761299999999,0.9
244,Pen-Based Recognition of Handwritten Text,28.121184079302886,KMeans,0.88648649,4,KMeans,0.38537271,0.4468761299999999,0.9
245,Twitter_volume_IBM.csv,53.60628931227427,Linear,0.5,5,KMeans,0.38537271,0.4468761299999999,0.9
246,Twitter_volume_FB.csv,53.6063815126592,Linear,1.0,6,KMeans,0.38537271,0.4468761299999999,0.9
247,Twitter_volume_CRM.csv,53.6183576518102,KMeans,0.54545455,7,KMeans,0.38537271,0.4468761299999999,0.9
248,Twitter_volume_KO.csv,53.61847285938595,Linear,0.8,8,KMeans,0.38537271,0.4468761299999999,0.9
249,Twitter_volume_AAPL.csv,53.63043685732419,Linear,0.4,9,Linear,0.92639843,0.98790185,0.9
250,Twitter_volume_PFE.csv,53.630575054863115,KMeans,0.42857143,10,KMeans,0.38537271,0.4468761299999999,0.9
251,,,,,,,,,
252,KDD-Cup99 HTTP,0,RPCA,0.93849658,0,RPCA,0.93849658,1,
253,Pen-Based Recognition of Handwritten Text,2450029952374.9727,KMeans,0.88648649,1,KMeans,0.38537271,0.4468761299999999,1.0
254,Letter Recognition,2792495350525.2637,KMeans,0.44545455,2,KMeans,0.38537271,0.4468761299999999,1.0
255,Thyroid Disease,2892348673673.754,KMeans,0.22317597,3,KMeans,0.38537271,0.4468761299999999,1.0
256,Object Images,2906252036022.61,Gaussian,0.06772229,4,KMeans,0.38537271,0.4468761299999999,1.0
257,Statlog Shuttle,2924611062843.883,KMeans,0.96766744,5,KMeans,0.38537271,0.4468761299999999,1.0
258,Speech Accent Data,2927291140002.052,Linear,0.11764706,6,KMeans,0.38537271,0.4468761299999999,1.0
259,Landsat Satellite,2928785927538.9165,Linear,0.71794872,7,KMeans,0.38537271,0.4468761299999999,1.0
260,ec2_cpu_utilization_c6585a.csv,2930872704261.437,Linear,0.0,8,KMeans,0.38537271,0.4468761299999999,1.0
