,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
333,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
334,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.1
335,,,,,,,,,
336,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
337,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.2
338,,,,,,,,,
339,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
340,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.30000000000000004
341,,,,,,,,,
342,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
343,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.4
344,,,,,,,,,
345,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
346,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.5
347,,,,,,,,,
348,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
349,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.6000000000000001
350,,,,,,,,,
351,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
352,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.7000000000000001
353,,,,,,,,,
354,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
355,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.8
356,,,,,,,,,
357,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
358,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,0.9
359,,,,,,,,,
360,TravelTime_387.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
361,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.5,0.83333333,1.0
362,,,,,,,,,
363,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
364,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.0
365,,,,,,,,,
366,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
367,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.1
368,,,,,,,,,
369,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
370,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.2
371,,,,,,,,,
372,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
373,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.30000000000000004
374,,,,,,,,,
375,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
376,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.4
377,,,,,,,,,
378,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
379,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.5
380,,,,,,,,,
381,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
382,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.6000000000000001
383,,,,,,,,,
384,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
385,rogue_agent_key_updown.csv,0.0,Gaussian,0.00083455,1,Gaussian,nan,nan,0.7000000000000001
386,,,,,,,,,
387,ec2_cpu_utilization_c6585a.csv,0,Linear,0.0,0,Linear,0.0,1,
