,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
82,Twitter_volume_KO.csv,1.0709584906851632,Linear,0.8,5,Linear,0.4,1.0,0.7000000000000001
83,Twitter_volume_CRM.csv,1.0812760098632475,KMeans,0.54545455,6,KMeans,0.4,1.0,0.7000000000000001
84,Twitter_volume_UPS.csv,1.093657032876948,Linear,0.28571429,7,Linear,0.4,1.0,0.7000000000000001
85,Twitter_volume_FB.csv,2.1532662524662185,Linear,1.0,8,Linear,0.4,1.0,0.7000000000000001
86,Twitter_volume_IBM.csv,2.161520267808686,Linear,0.5,9,Linear,0.4,1.0,0.7000000000000001
87,,,,,,,,,
88,Twitter_volume_AAPL.csv,0,Linear,0.4,0,Linear,0.4,1,
89,Twitter_volume_PFE.csv,0.012037105707764506,KMeans,0.42857143,1,KMeans,0.4,1.0,0.8
90,Twitter_volume_CVS.csv,0.013412774931509386,Linear,0.66666667,2,KMeans,0.4,1.0,0.8
91,Twitter_volume_GOOG.csv,0.016336072031966964,Linear,0.4,3,Linear,0.4,1.0,0.8
92,Twitter_volume_AMZN.csv,0.019431327785391583,KMeans,0.66666667,4,KMeans,0.4,1.0,0.8
93,Twitter_volume_KO.csv,1.0709584906851632,Linear,0.8,5,Linear,0.4,1.0,0.8
94,Twitter_volume_CRM.csv,1.0812760098632475,KMeans,0.54545455,6,KMeans,0.4,1.0,0.8
95,Twitter_volume_UPS.csv,1.093657032876948,Linear,0.28571429,7,Linear,0.4,1.0,0.8
96,Twitter_volume_FB.csv,2.1532662524662185,Linear,1.0,8,Linear,0.4,1.0,0.8
97,Twitter_volume_IBM.csv,2.161520267808686,Linear,0.5,9,Linear,0.4,1.0,0.8
98,,,,,,,,,
99,Twitter_volume_AAPL.csv,0,Linear,0.4,0,Linear,0.4,1,
100,Twitter_volume_PFE.csv,0.012037105707764506,KMeans,0.42857143,1,KMeans,0.4,1.0,0.9
101,Twitter_volume_CVS.csv,0.013412774931509386,Linear,0.66666667,2,KMeans,0.4,1.0,0.9
102,Twitter_volume_GOOG.csv,0.016336072031966964,Linear,0.4,3,Linear,0.4,1.0,0.9
103,Twitter_volume_AMZN.csv,0.019431327785391583,KMeans,0.66666667,4,KMeans,0.4,1.0,0.9
104,Twitter_volume_KO.csv,1.0709584906851632,Linear,0.8,5,Linear,0.4,1.0,0.9
105,Twitter_volume_CRM.csv,1.0812760098632475,KMeans,0.54545455,6,KMeans,0.4,1.0,0.9
106,Twitter_volume_UPS.csv,1.093657032876948,Linear,0.28571429,7,Linear,0.4,1.0,0.9
107,Twitter_volume_FB.csv,2.1532662524662185,Linear,1.0,8,Linear,0.4,1.0,0.9
108,Twitter_volume_IBM.csv,2.161520267808686,Linear,0.5,9,Linear,0.4,1.0,0.9
109,,,,,,,,,
110,Twitter_volume_AAPL.csv,0,Linear,0.4,0,Linear,0.4,1,
111,Twitter_volume_PFE.csv,0.012037105707764506,KMeans,0.42857143,1,KMeans,0.4,1.0,1.0
112,Twitter_volume_CVS.csv,0.013412774931509386,Linear,0.66666667,2,KMeans,0.4,1.0,1.0
113,Twitter_volume_GOOG.csv,0.016336072031966964,Linear,0.4,3,Linear,0.4,1.0,1.0
114,Twitter_volume_AMZN.csv,0.019431327785391583,KMeans,0.66666667,4,KMeans,0.4,1.0,1.0
115,Twitter_volume_KO.csv,1.0709584906851632,Linear,0.8,5,Linear,0.4,1.0,1.0
116,Twitter_volume_CRM.csv,1.0812760098632475,KMeans,0.54545455,6,KMeans,0.4,1.0,1.0
117,Twitter_volume_UPS.csv,1.093657032876948,Linear,0.28571429,7,Linear,0.4,1.0,1.0
118,Twitter_volume_FB.csv,2.1532662524662185,Linear,1.0,8,Linear,0.4,1.0,1.0
119,Twitter_volume_IBM.csv,2.161520267808686,Linear,0.5,9,Linear,0.4,1.0,1.0
120,,,,,,,,,
121,Twitter_volume_UPS.csv,0,Linear,0.28571429,0,Linear,0.28571429,1,
122,Twitter_volume_AMZN.csv,1.0742257050915565,KMeans,0.66666667,1,KMeans,0.22222222,0.93650793,0.0
123,Twitter_volume_GOOG.csv,1.077320960844981,Linear,0.4,2,KMeans,0.22222222,0.93650793,0.0
124,Twitter_volume_CVS.csv,1.0802442579454385,Linear,0.66666667,3,Linear,0.28571429,1.0,0.0
125,Twitter_volume_PFE.csv,1.0816199271691835,KMeans,0.42857143,4,KMeans,0.22222222,0.93650793,0.0
126,Twitter_volume_AAPL.csv,1.093657032876948,Linear,0.4,5,Linear,0.28571429,1.0,0.0
