,Dataset,Distance,Best method,F1 with the best method,K,F1 method,F1 with the proposed method,Accuracy,Change
196,ec2_cpu_utilization_825cc2.csv,0.0,KMeans,0.66666667,1,KMeans,0.66666667,1.0,1.0
197,,,,,,,,,
198,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
199,ec2_cpu_utilization_77c1ca.csv,0.0,KMeans,0.03921569,1,KMeans,0.66666667,1.0,0.0
200,,,,,,,,,
201,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
202,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.1
203,,,,,,,,,
204,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
205,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.2
206,,,,,,,,,
207,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
208,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.30000000000000004
209,,,,,,,,,
210,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
211,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.4
212,,,,,,,,,
213,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
214,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.5
215,,,,,,,,,
216,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
217,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.6000000000000001
218,,,,,,,,,
219,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
220,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.7000000000000001
221,,,,,,,,,
222,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
223,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.8
224,,,,,,,,,
225,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
226,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,0.9
227,,,,,,,,,
228,ec2_cpu_utilization_825cc2.csv,0,KMeans,0.66666667,0,KMeans,0.66666667,1,
229,ec2_network_in_257a54.csv,0.0,KMeans,0.5,1,KMeans,0.66666667,1.0,1.0
230,,,,,,,,,
231,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
232,grok_asg_anomaly.csv,0.0,KMeans,0.5,1,KMeans,0.5,1.0,0.0
233,,,,,,,,,
234,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
235,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.4,0.9,0.1
236,,,,,,,,,
237,ec2_network_in_257a54.csv,0,KMeans,0.5,0,KMeans,0.5,1,
238,ec2_cpu_utilization_c6585a.csv,0.0,Linear,0.0,1,Linear,0.4,0.9,0.2
239,,,,,,,,,
